finn_kode,tittel,pris,storrelse_kvm,pris_per_kvm,boligtype,kommune,lenke
450271955,Moss/Sentrum - Stor 4-roms toppleilighet med to terrasser | 2 bad | Nær sjø og by | Pendlervennlig | Salg av kontraktposisjon,13790000.0,128.0,107734.0,Leilighet,Moss,https://www.finn.nohttps://www.finn.no/realestate/homes/ad.html?finnkode=450271955
446028190,Sjøhagen - Lys og moderne bolig fra 2022 over tre plan| Beliggenhet ved Mossesundet! | Tilbaketrukket beliggenhet | Kort vei til to,7100000.0,144.0,49306.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446028190
450822461,"Ørejordet - Lys og moderne 2-roms med solrik terrasse, garasje m/lader og lekkert bad og kjøkken - Vedovn - Sentral beliggenhet",2700000.0,46.0,58696.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450822461
450591905,Enebolig i landlige omgivelser - midt i Rygge. Delikat og påkostet bad - nytt i 2025. Garasje med isolert bod/verksted.,5000000.0,138.0,36232.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450591905
450468862,Arealeffektiv 2-roms med alkove| Balkong og felles takterrasse | Garasje | Sentralt | Perfekt førstegangskjøp!,2950000.0,68.0,43382.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450468862
450632774,"Hoppern, Jeløy - Sjarmerende og påkostet eiendom med generasjonsbolig/utleiedel - Uteplasser på totalt 75 kvm - Perfekt for storfamilien!",8790000.0,197.0,44619.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450632774
433515554,Romslig toppleilighet med panoramautsikt og innglasset balkong - flotte lys og solforhold,2995000.0,95.0,31526.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=433515554
449834407,På Elvebredden møtes natur og byliv i perfekt balanse | Her venter en nyoppført og innbydende 3-roms!,4790000.0,64.0,74844.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449834407
450620218,Framnes - 4 roms leilighet i 1.etasje med flott sjøutsikt!,3490000.0,81.0,43086.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450620218
,"Ny, flott og vertikaldelt tomannsbolig under oppføring med sjøutsikt | 1 av 2 solgt! | Bygging er igangsatt!",9950000.0,200.0,49750.0,Tomannsbolig,Moss,
416095346,Verket Brygge II - Moss |4-roms toppleilighet med sjøutsikt | Vestvendt | 2 bad | 2 p-plasser | 2 terrasser - 1 innglasset,20900000.0,162.0,129012.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=416095346
450569957,"Framnes, Jeløy - Lekker og gjennomført leilighet med påkostede detaljer - trappefri adkomst og 3 soverom. Klar for innflytting. Sjøutsikt",4500000.0,82.0,54878.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450569957
439388201,JELØY / BALAKLAVA - Stor andelsleilighet i 2.etasje + loft - Solrik veranda på 17 kvm og takterrasse på 15 kvm - Parkeringsplass m. ladeboks,2290000.0,80.0,28625.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=439388201
450487769,Tribunen - Lekker og påkostet leilighet fra 2023 med 2 sov - Vestvendt balkong - 3. etasje - Garasjeplass - Heis,5100000.0,76.0,67105.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450487769
450296422,MED SJØEN SOM NÆRMESTE NABO - Enebolig fra 2019 | Sjøutsikt og solrike uteplasser | Dobbelgarasje | EL-bil ladere | Barnevennlig og rolig |,8690000.0,235.0,36979.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450296422
449776872,Sentrum - Bygårdssjarm i hjertet av Moss - 5 min til tog og kort vei til sjøen,2190000.0,45.0,48667.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449776872
441469532,Oppusset 3-roms med god planløsning | Vestvendt balkong med utsikt | Kjøkken og bad fra 2021 | Turområder,3550000.0,73.0,48630.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=441469532
440085577,"3-roms selveierleilighet | Svært sentralt, men rolig | Moderne kjøkken fra 2021 | Mye bolig for pengene",2950000.0,104.0,28365.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=440085577
450302962,"Melløs - Sentralt beliggende 2-roms i 2. etasje - god planløsning, solrik balkong, bod i kjeller og parkering rett utenfor",2250000.0,45.0,50000.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=450302962
442294562,Sentrum - Effektiv 2-roms selveier i 1. etg. med vestvendt balkong. Bad renovert i 2020. Trinnfri adkomst. Eiet parkeringsplass.,2520000.0,44.0,57273.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=442294562
440503541,"Moss sentrum - Ypperlig etableringsmulighet; meget velholdt 2-roms selveier i 2. etg. Garasjeplass. Stor og solrik, felles takaltan.",2520000.0,33.0,76364.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=440503541
449825164,"Moss sentrum - Påkostet 2-roms med meget god internbeliggenhet - Balkong m/sjøgløtt, felles takterrasse, heis og vannbåren varme inkl.",2950000.0,41.0,71951.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449825164
444944645,Sentrum - Romslig og effektiv 1-roms leilighet midt i sentrum- Heis og balkong mot bakgård - 10. min til tog og 100m til buss,990000.0,43.0,23023.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=444944645
374750792,Romslig 3-roms leilighet med enkel adkomst i rolige omgivelser på Ekholt. Over 50 år.,2650000.0,82.0,32317.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=374750792
449819454,Ekholt - Enebolig med solrik tomt - Garasje - Uinnredet kjeller med egen inngang,6000000.0,207.0,28986.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449819454
440072500,Moss/Skarmyra - Lekker 4-roms i øverste etasje | Heis i bygget og p-plass i garasje | Sjarmerende og sentral beliggenhet!,6490000.0,91.0,71319.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=440072500
427691621,"Moss sentrum - Innholdsrik, lys og pen 3-roms selveierleilighet med flott innglasset balkong på 14 kvm og heisadkomst til garasje.",4850000.0,88.0,55114.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=427691621
449637576,"Øreåsen - Lys og moderne 2-roms med skjermet uteplass, solrik terrasse og smart planløsning i rolige Helgedalen",2400000.0,53.0,45283.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449637576
449780921,"Jeløya - Innbydende og velholdt bolig med solrik veranda, moderne bad, gode uteplasser og attraktiv beliggenhet i Moss",3200000.0,66.0,48485.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449780921
436037321,"Moss/Skredderåsen - Stor og innbydende 4-roms med 3 soverom, 2 bad, 2 stuer og 2 solrike balkonger - sjøgløtt og garasjeplass!",2350000.0,100.0,23500.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=436037321
449740316,Fuglevik - Kjedet enebolig m/nydelige uteplasser på totalt 85m² og integrert garasje m/lader - 500m til sandstrand og båthavn,6300000.0,85.0,74118.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449740316
449376732,"Moss/Verket - 2-roms med takhøyde på 3,5 meter|Sydvendt terrasse & hageflekk|1. etasje|""Steinkast"" unna sjøen|Kan gi grønt boliglån!",3990000.0,53.0,75283.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449376732
449677361,"Glassverket - Attraktiv 2-roms endeleilghet m/ vestvendt balkong - Fjordutsikt & gode solforhold - Sentral beliggenhet, heis & garasje",3500000.0,50.0,70000.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449677361
412214616,"Værla/Melløs - Pen øvre halvpart av tomannsbolig - Bad fra 2024 - Vestvendt balkong m/utsikt - Integrert carport - Kort vei til ""alt""!",2750000.0,68.0,40441.0,Tomannsbolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=412214616
449573852,"Halmstad - 3-roms endeleilighet i 1.etasje fra 2016 med sørvest-terrasse, skjermet hage, carport - nær skole, butikk og tog",4200000.0,93.0,45161.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449573852
449510748,"Halmstad - Innholdsrik 3-roms andelsleilighet i 1. etasje | Veranda, peisovn og varmepumpe fra 2021 | Tre boder med rikelig lagring",2500000.0,66.0,37879.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449510748
449538591,Høyda/Ørejordet - Enderekkehus o/to plan med oppussingsbehov - God intern beliggenhet i rolig og sentralt nabolag - Carport og bod.,3100000.0,91.0,34066.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449538591
448651122,Moss - Stilren og sentral 2-roms leilighet | Åpen stue/kjøkken-løsning | Gangavstand til alt av sentrumsfasiliteter,2250000.0,56.0,40179.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448651122
449392417,"Øre - Svært sentralt beliggende enebolig på stor, flat tomt over ett mål - Behov for oppgraderinger og spennende potensial!",4950000.0,165.0,30000.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449392417
449561187,Halmstad - Rekkehusleilighet med sentral beliggenhet - 3 soverom - Enkel standard - Barnevennlig.,2800000.0,117.0,23932.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449561187
439272047,Moss/Sentrum - Pen 3-roms i 2. etasje | Flislagt bad | God takhøyde | Pendlervennlig | Sentralt med gangavstand til ''alt'',2690000.0,45.0,59778.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=439272047
439252014,Moss/Sentrum - Lys 2(3)-roms i 2. etasje | Smart planløsning | Perfekt førstegangskjøp/utleieobjekt | Gangavstand til ''alt'',2590000.0,46.0,56304.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=439252014
438257842,Moss sentrum - Pen 2-roms i Moss sentrum - Solrik balkong - Heis - Gangavstand til alle sentrumsfasiliteter,1600000.0,35.0,45714.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=438257842
449235833,Moss - Moderne 3-roms fra 2023 på bakkeplan | Terrasse og vannbåren gulvvarme | Garasjeplass m/elbillader og 2 boder,5700000.0,82.0,69512.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449235833
449352480,"Moss Sentrum - Lys leilighet med sentral beliggenhet - Stort potensiale - Gangavstand til ""alt"" du trenger",1800000.0,57.0,31579.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449352480
434446557,"Innholdsrik enebolig i høyden på Jeløy, med renoveringsbehov. Stort potensiale. Stor, solfylt hjørnetomt. Meget fredelig",5450000.0,290.0,18793.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=434446557
435578192,"Fuglevik - Påkostet og velholdt enebolig med hybel i underetasje. Flott sjøutsikt, meget gode solforhold. Dobbel carport med lader.",11680000.0,245.0,47673.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=435578192
449368874,Moss sentrum- Rimelig 2-roms toppleilighet med takterrasse og parkeringsplass. Behov for oppgraderinger,1800000.0,46.0,39130.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449368874
449357297,"Rygge - Pen andelsleilighet fra 2022 med innglasset balkong, carport og sportsbod. Toppetasje.",1390000.0,63.0,22063.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=449357297
443974906,"Pikeskolen/Skarmyra - Eksklusiv loftsleilighet renovert i 2017 med attraktiv beliggenhet, terrasse og peisovn. Garasjeplass. Klassisk bygg.",6690000.0,147.0,45510.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=443974906
447523589,Sentrum/Møllebyen - Fin 2-roms med svært sentral beliggenhet | God planløsning | Felles takterrasse i sameiet | Perfekt førstegangskjøp!,2700000.0,41.0,65854.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447523589
448393422,Kambo - Arealeffektiv 3-roms selveierleilighet | 500 meter til togstasjon | Parkeringsplass | Kort gange til strand/sjø,2300000.0,55.0,41818.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448393422
442387882,"Vårlitunet, Halmstad - Moderne 3-roms endeleilighet fra 2021 med uteplass på begge sider. Carport like utenfor. 33 min. med tog til Oslo.",3490000.0,80.0,43625.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=442387882
434745599,Melløs - Lekker og lys 3-roms i 2. etg. Solrik og luftig balkong. Moderne kjøkken fra 2022. Ingen dok. avgift.,3180000.0,65.0,48923.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=434745599
416995565,Moss - 40 kvm med alt du trenger! Flott 2-roms i Søly Park. Stor vestvendt balkong. 1 stk. parkering inkl. Lave omkostninger,3490000.0,40.0,87250.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=416995565
448660113,Moss/Sydskogen - Lys og trivelig 3-roms selveierleilighet | Bad fra 2010| Lave felleskostnader | Veranda | Garasjeplass | Sentralt,3200000.0,62.0,51613.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448660113
448642710,Jeløy/Varden - Enebolig med unike detaljer| Hyggelig solrik hage |  Anneks | Må ses!,6150000.0,119.0,51681.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448642710
436046338,"Moss - 82 kvm med alt du trenger! Flott 3-roms i Søly Park, Jeløy. 1 stk. p-plass inkl. Lave omkostninger",5490000.0,77.0,71299.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=436046338
410923806,Slalåmbakken - Gjennomgående 3-roms hjørneleilighet med 3 balkonger og flott utsikt. Kjøkken og stort bad fra 2020. Mulighet for 3 sov.,2950000.0,95.0,31053.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=410923806
448490904,"Jeløy - 3-roms med enkel adkomst, beliggende i høy 1. etasje. Balkong med utsikt mot fjorden i vest.",3300000.0,74.0,44595.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448490904
399445874,Røysåsen - Romslig 3-roms selveierleilighet med stor veranda inklusiv to store boder og flott utsikt! Garasje og heis.,5890000.0,101.0,58317.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=399445874
448233549,"Larkollen - Velholdt familiebolig med romslig, velstelt tomt |Bad fra 2021| Solrik uteplasser | Dobbelgarasje med el-lader | Nær sjø",6800000.0,137.0,49635.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448233549
448462740,Ørejordet - Selveier rekkehus over 3 etasjer - Nytt bad fra 2025 - Solrik terrasse - Barnevennlig nabolag.,3650000.0,134.0,27239.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448462740
448646653,"Mosseskogen - Bolig m/ 3 utleiedeler, 2 av de utleid - Totalt 8 soverom, 3 bad og 3 kjøkken - God standard - Barnevennlig beliggenhet",8500000.0,265.0,32075.0,Annet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448646653
448328771,Kambo - Romslig 4-roms med stor terrasse og el-styrt markise. Parkering i garasjeanlegg.,3390000.0,102.0,33235.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448328771
448562185,"Moss - Stor frittliggende 3-roms leilighet med hems, fantastisk takhøyde  - og sjøen rett ved!",6990000.0,97.0,72062.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448562185
448456121,Jeløya - Flott bolig ved sjøen med 2 innganger og 2 kjøkken - Garasje - Sjøutsikt - 5 soverom - Innerst i blindvei,6000000.0,245.0,24490.0,Tomannsbolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448456121
418131402,Rekkehus på to plan med gode solforhold og fin terrasse på begge sider - garasjeplass,2250000.0,91.0,24725.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=418131402
396436224,Rekkehus over to plan med oppussingsbehov. Meget barnevennlig og nærmest bilfritt boområde.,2690000.0,90.0,29889.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=396436224
435869696,Rygge- Halmstad - Tiltalende 3-roms selveier fra 2018 - Trappefri og enkel adkomst i 1. etasje- Carport m/elbillader,3700000.0,71.0,52113.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=435869696
448184597,"Ekholt - Oppgradert enebolig med alle oppholdsrom på én flate. Lettstelt hage, solfylt terrasse. Dobbelgarasje. Fredelig nabolag.",7500000.0,258.0,29070.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448184597
447567733,Vil du bli en del av historien på Verket? |Trivelig bolig med historie i veggene | Parkeringsplass | IN-ordning,1787500.0,53.0,33726.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447567733
418598547,Hollenderbjerget - Lettstelt 2-roms med enkel adkomst og parkering - Perfekt førstegangskjøp eller utleieobjekt! - Kort vei til alt!,2450000.0,48.0,51042.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=418598547
402167474,"Moss/Jeløy - Sjøutsikt, sol og stil - leilighet med alt du drømmer om? | P-plass i garasje | Naturen rett utenfor døren!",9950000.0,108.0,92130.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=402167474
448224690,Lys 4-roms andelsleilighet beliggende i 2. etasje - Balkong - Utsikt - Barnevennlig!,2350000.0,100.0,23500.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448224690
448066734,"Øreåsen - Lys 3-roms toppleilighet renovert i 2016 - Sydvendt balkong, god standard og kort vei til ""alt"" - Flytt rett inn!",3250000.0,82.0,39634.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=448066734
442551976,"Larkollen - Koselig leilighet i 2. etasje med fin sjøutsikt. Nærhet til sjø, strand og flotte turområder.",3100000.0,61.0,50820.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=442551976
447424279,Rygge/Halmstad - Drømmebolig for familien? Stor & innholdsrik bolig|Fire soverom|Fleksibel kjeller|Dobbelgarasje og tomt på over et mål!,6500000.0,212.0,30660.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447424279
446936884,Sjøhagen - Lekkert rekkehus fra 2022 i moderne Townhouse-stil med takterrasse | Solrikt | Nærhet til sjø og strand | Carport,7150000.0,125.0,57200.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446936884
382470375,"KALLUM/MOSS - Innbydende enebolig m/sjøutsikt| Peisovn og 4 sov | Solfylte uteplasser m/jacuzzi, pergola og velstelt hage",10500000.0,290.0,36207.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=382470375
447704928,Pen leilighet med flott utsikt over fjorden. Moderne standard og innglasset balkong.,3100000.0,46.0,67391.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447704928
447528447,Sydskogen - Helt ny og innflyttingsklar enebolig i kjede med mange kvaliteter. Solrik altan. Carport utenfor døren. Rett ved marka.,5900000.0,96.0,61458.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447528447
447550295,Moss/Verket - Moderne og innbydende halvpart av tomannsbolig med unike detaljer | 2 soverom| IN-ordning,2333500.0,59.0,39551.0,Tomannsbolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447550295
446897580,Skarmyra / Moss sentrum - Sjarmerende 2-roms (opprinnelig 3-roms) i historisk småhus | Peisovn m/rehabilitert pipe | Parkering | Sentralt,2600000.0,51.0,50980.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446897580
425451739,"Påkostet, stor og moderne 4-roms i høy 1.etg. | Stor balkong og terrasse | Flott utsikt! | Ingen dokumentavgift",3400000.0,93.0,36559.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=425451739
446245943,"Mosseskogen - Flott 2-roms med gode solforhold, vestvendt markterrasse på 35m2 og p-plass. Nær skole, barnehage og sentrum.",2300000.0,60.0,38333.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446245943
434646126,Slalåmbakken - Lys og luftig 2-roms - Kjøkken fra 2021 - Solrik balkong - Rolig og sentral beliggenhet.,2400000.0,65.0,36923.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=434646126
446996441,"Klommesten - Koselig og sjarmerende enebolig - Stor, sydøstvendt terrasse og lettstelt hage - Tilbaketrukket tomt i blindvei",4200000.0,103.0,40777.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446996441
433706389,KIRKEGRENDA/MOSS - Moderne & innflytningsklar halvpart m/ landlig utsikt | 4 sov | Bad i hver etasje | Carport |Rolig & barnevennlig område,4550000.0,111.0,40991.0,Tomannsbolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=433706389
424408613,Lys og hjemmekoselig leilighet med arealeffektiv planløsning,2800000.0,66.0,42424.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=424408613
447359460,Jeløy/Refsnes - Pen 3-roms i toppetasje med fantastisk sjøutsikt | Vestvendt balkong | P-plass | Kort vei til strand | Rolige omgivelser,3800000.0,67.0,56716.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447359460
447351560,Halmstad - Lys og trivelig andelsleilighet i 2.etg. Sentralt på Halmstad.,2150000.0,44.0,48864.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447351560
446904631,Halmstad - Pen og fint beliggende 3 roms andelsleilighet i 3. etasje.,2250000.0,64.0,35156.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446904631
446895124,Høyda/Rosenvinge - Lys og lettstelt 3-roms i 4. etasje med utgang til balkong | Garasje og heis | Takterrasse med egen parsell | Sentralt,5500000.0,76.0,72368.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446895124
411251840,"Verket, Elvebredden II - Ny, ubebodd 3-roms med vannbåren varme, romslig balkong og parkering - attraktiv beliggenhet nær sentrum",4900000.0,64.0,76562.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=411251840
405285485,"Søly/Framnes, Jeløy - Særs romslig enebolig innerst i blindvei - Flott sjøutsikt og dobbelgarasje - 250 m til strand og nært skogen!",8700000.0,341.0,25513.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=405285485
446995031,Verket - Støperiet - Moderne 3-roms selveier i 3. etasje - Sydvendt balkong på 10 kvm - Heis og garasjeplass m/lader - Vannbåren gulvvarme,4950000.0,64.0,77344.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446995031
427468573,Skarmyra - Moderne leilighet med nærhet til jernbane og gode pendlermuligheter.,4750000.0,80.0,59375.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=427468573
410969545,"Røysåsen, Moss - Sjelden toppleilighet med sjøutsikt. Solrik beliggenhet.",11400000.0,124.0,91935.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=410969545
445111346,"Sentrum - Lekker, nylig renovert 3-roms andelsleilighet. Overflater, kjøkken og bad fra 2025. Balkong med ettermiddags-/kveldssol.",2890000.0,70.0,41286.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=445111346
447112315,"MOSS / Hoppern - Torderød - Sentral, praktisk og lys 4-roms selveierleilighet, med balkong",3950000.0,177.0,22316.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=447112315
439399693,DEL AV TOMANNSBOLIG PÅ TO PLAN-27 kvm solfylt terrasse-Elbillader-garasje-3 sov,3300000.0,103.0,32039.0,Tomannsbolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=439399693
446951894,Arealeffektiv leilighet med uteplass og potensial | Stensatt uteplass på 14 m² | Populær beliggenhet på Jeløy,2000000.0,14.0,142857.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446951894
446745972,Flott 2-roms toppleilighet fra 2015 med garasje og heis i bygget. Vannbåren varme. Felleskostnader som inkluderer mye!,3200000.0,67.0,47761.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446745972
446086777,"Ekholt - Familievennlig enderekkehus med populær beliggenhet | Garasjeplass | Solrike, flotte uteområder | Barnevennlig",3990000.0,90.0,44333.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446086777
446490449,"Jeløy - Arkitekttegnet flott familiebolig, storslått utsikt, utleiedel og stor garasje.",20900000.0,467.0,44754.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446490449
426704037,"Larkollen - Flott enebolig på 2 898 kvm tomt og gjestebolig - Nydelig fjordutsikt, ingen boplikt -Badebrygge og motstrømsbasseng",15000000.0,347.0,43228.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=426704037
446097468,Kallum - Tiltalende arkitekttegnet enebolig med fjordutsikt | Nytt kjøkken 2023 | Solrik tomt | Dobbelgarasje,12900000.0,259.0,49807.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446097468
445935220,"Grimsrød, Jeløy - Lekker, moderne funkisvilla fra 2020 med sjøutsikt | Integrert dobbelgarasje | Solcellepanel | Pen og lettstelt tomt",16500000.0,331.0,49849.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=445935220
446121259,BERGERSBORG/JELØY - Pent og innholdsrikt rekkehus på attraktive Jeløya | Sørvest-vendt markterrasse og veranda | Attraktivt og rolig nabolag,4400000.0,118.0,37288.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446121259
397557522,Refsnes/Jeløy - Påkostet og smakfullt innredet 3-roms selveier fra 2018 med garasjeplass m/lader og meget solrik terrasse.,4650000.0,72.0,64583.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=397557522
434646288,Grimsrød / Jeløy - Innholdsrik og oppgradert enebolig med barnevennlig beliggenhet |Fine uteplasser og solrik hage|Kort vei til togstasjon,7950000.0,243.0,32716.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=434646288
446255086,Refsnes - Strøken 3-roms endeleilighet i nederste blokka - Enkel adkomst i 1. etg. - Vestvendt balkong m/nydelig fjordutsikt,3900000.0,68.0,57353.0,Leilighet,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=446255086
430057989,"Verkslia - Lekker kjedet enebolig fra 2021 med 3 soverom, 2 bad og 2 stuer. Fine utearealer til alle etasjer. Carport med lader.",6400000.0,118.0,54237.0,Enebolig,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=430057989
404320282,Jeløy/Tronvik - Sjarmerende rekkehus over tre plan i et barnevennlig boområde | Gode solforhold | Nærhet til sjø og strand,4250000.0,127.0,33465.0,Rekkehus,Moss,https://www.finn.no/realestate/homes/ad.html?finnkode=404320282
